"d05","d06","d07","d08","d09","d095","d099","d0995"
0.205654936240295,0.275924537237992,0.369128488921315,0.504948870679003,0.746582132789153,0.995631627661556,1.5758,1.8175472703619
0.121686005974393,0.164557023741012,0.222366229637806,0.308398495456771,0.466198784050323,0.63428304249759,1.0415,1.21565797821591
0.0873135453409149,0.118653928272285,0.161365151247216,0.225820505047704,0.346543467852319,0.478101147829155,0.806133333333333,0.9492672835169
0.0682959084609027,0.0931290770919588,0.127226821399158,0.179215258226664,0.278114414517659,0.387812449677676,0.667725,0.791888884250814
0.0561584205618356,0.0767706147559077,0.105235760715326,0.148984737204856,0.233243275658699,0.328058005114949,0.57472,0.685667303580971
0.0477155655944682,0.06535637354153,0.0898295423339445,0.127683208295201,0.201331677697387,0.285225377649948,0.50715,0.608182542498549
0.0414950462251157,0.0569255154225454,0.0784103964108467,0.111819370789114,0.177381189037873,0.252848178130026,0.455442857142857,0.548674456098979
0.0367182873800644,0.0504383286796856,0.0695972796403231,0.0995245905935438,0.1586909986814,0.227419293651616,0.4143625,0.501267997183143
0.0329338911708641,0.0452855729145335,0.0625844023021921,0.0897035936973666,0.143669301385139,0.20686610215843,0.380833333333333,0.462416407927949
0.0298582909423832,0.0410953793327182,0.0568663816620447,0.0816723828781798,0.131316742116152,0.189877948377372,0.35285,0.429920922961421
0.0284186922465655,0.0391241735532522,0.0541595367828542,0.0778336131778071,0.125307623992417,0.18146563703922,0.338509,0.413081882074244
0.0269790935507478,0.0371529677737863,0.0514526919036636,0.0739948434774343,0.119298505868682,0.173053325701068,0.324168,0.396242841187068
0.0255394948549301,0.0351817619943203,0.0487458470244731,0.0701560737770615,0.113289387744947,0.164641014362916,0.309827,0.379403800299891
0.0240998961591124,0.0332105562148543,0.0460390021452826,0.0663173040766888,0.107280269621212,0.156228703024764,0.295486,0.362564759412715
0.0226602974632947,0.0312393504353884,0.043332157266092,0.062478534376316,0.101271151497477,0.147816391686612,0.281145,0.345725718525539
0.021220698767477,0.0292681446559224,0.0406253123869015,0.0586397646759432,0.0952620333737424,0.13940408034846,0.266804,0.328886677638362
0.0197811000716593,0.0272969388764565,0.037918467507711,0.0548009949755705,0.0892529152500074,0.130991769010308,0.252463,0.312047636751186
0.0183415013758416,0.0253257330969905,0.0352116226285204,0.0509622252751977,0.0832437971262724,0.122579457672156,0.238122,0.295208595864009
0.0169019026800239,0.0233545273175245,0.0325047777493299,0.047123455574825,0.0772346790025375,0.114167146334004,0.223781,0.278369554976833
0.0154623039842062,0.0213833215380586,0.0297979328701394,0.0432846858744522,0.0712255608788025,0.105754834995853,0.20944,0.261530514089656
0.0149598574757211,0.0206913624813861,0.0288395401106292,0.0419073052681119,0.0690126516768443,0.102570748731492,0.203691666666667,0.254651307917753
0.014457410967236,0.0199994034247136,0.0278811473511191,0.0405299246617717,0.0667997424748862,0.0993866624671316,0.197943333333333,0.247772101745849
0.0139549644587509,0.019307444368041,0.0269227545916089,0.0391525440554314,0.064586833272928,0.0962025762027712,0.192195,0.240892895573946
0.0134525179502658,0.0186154853113685,0.0259643618320988,0.0377751634490912,0.0623739240709699,0.0930184899384107,0.186446666666667,0.234013689402042
0.0129500714417806,0.017923526254696,0.0250059690725886,0.036397782842751,0.0601610148690117,0.0898344036740503,0.180698333333333,0.227134483230139
0.0124476249332955,0.0172315671980235,0.0240475763130785,0.0350204022364107,0.0579481056670535,0.0866503174096898,0.17495,0.220255277058235
0.0119451784248104,0.016539608141351,0.0230891835535683,0.0336430216300705,0.0557351964650954,0.0834662311453294,0.169201666666667,0.213376070886332
0.0114427319163253,0.0158476490846785,0.0221307907940582,0.0322656410237302,0.0535222872631372,0.0802821448809689,0.163453333333333,0.206496864714428
0.0109402854078401,0.015155690028006,0.021172398034548,0.03088826041739,0.051309378061179,0.0770980586166085,0.157705,0.199617658542525
0.010437838899355,0.0144637309713335,0.0202140052750379,0.0295108798110497,0.0490964688592209,0.073913972352248,0.151956666666667,0.192738452370621
0.0101819840956957,0.0141103200904958,0.0197225764248319,0.0287997729264052,0.0479379157337905,0.0722192936999006,0.148779,0.188884131157503
0.00992612929203636,0.0137569092096582,0.0192311475746258,0.0280886660417606,0.0467793626083602,0.0705246150475531,0.145601333333333,0.185029809944386
0.00967027448837703,0.0134034983288205,0.0187397187244198,0.0273775591571161,0.0456208094829298,0.0688299363952056,0.142423666666667,0.181175488731268
0.00941441968471769,0.0130500874479829,0.0182482898742138,0.0266664522724715,0.0444622563574995,0.0671352577428582,0.139246,0.17732116751815
0.00915856488105836,0.0126966765671452,0.0177568610240078,0.0259553453878269,0.0433037032320691,0.0654405790905107,0.136068333333333,0.173466846305033
0.00890271007739903,0.0123432656863076,0.0172654321738017,0.0252442385031824,0.0421451501066387,0.0637459004381632,0.132890666666667,0.169612525091915
0.0086468552737397,0.0119898548054699,0.0167740033235957,0.0245331316185378,0.0409865969812084,0.0620512217858158,0.129713,0.165758203878797
0.00839100047008036,0.0116364439246323,0.0162825744733897,0.0238220247338933,0.039828043855778,0.0603565431334683,0.126535333333333,0.16190388266568
0.00813514566642103,0.0112830330437946,0.0157911456231837,0.0231109178492487,0.0386694907303477,0.0586618644811208,0.123357666666667,0.158049561452562
0.0078792908627617,0.010929622162957,0.0152997167729776,0.0223998109646041,0.0375109376049173,0.0569671858287734,0.12018,0.154195240239444
0.00772419406137624,0.0107150774351028,0.0150006237417427,0.0219652311531771,0.0367964525903789,0.0559103977419272,0.1181416,0.151695688478628
0.00756909725999078,0.0105005327072487,0.0147015307105077,0.02153065134175,0.0360819675758404,0.054853609655081,0.1161032,0.149196136717812
0.00741400045860533,0.0102859879793946,0.0144024376792727,0.0210960715303229,0.035367482561302,0.0537968215682348,0.1140648,0.146696584956995
0.00725890365721987,0.0100714432515405,0.0141033446480377,0.0206614917188958,0.0346529975467635,0.0527400334813887,0.1120264,0.144197033196179
0.00710380685583441,0.00985689852368634,0.0138042516168027,0.0202269119074687,0.0339385125322251,0.0516832453945425,0.109988,0.141697481435363
0.00694871005444896,0.00964235379583222,0.0135051585855677,0.0197923320960416,0.0332240275176867,0.0506264573076963,0.1079496,0.139197929674546
0.0067936132530635,0.0094278090679781,0.0132060655543327,0.0193577522846146,0.0325095425031482,0.0495696692208501,0.1059112,0.13669837791373
0.00663851645167804,0.00921326434012397,0.0129069725230977,0.0189231724731875,0.0317950574886098,0.048512881134004,0.1038728,0.134198826152914
0.00648341965029258,0.00899871961226985,0.0126078794918627,0.0184885926617604,0.0310805724740713,0.0474560930471578,0.1018344,0.131699274392097
0.00632832284890713,0.00878417488441573,0.0123087864606278,0.0180540128503333,0.0303660874595329,0.0463993049603116,0.0997959999999999,0.129199722631281
0.00622424144476167,0.00864003826866525,0.0121075653646128,0.0177608270706835,0.0298809624436865,0.0456756984556728,0.0983685666666666,0.12743412413911
0.00612016004061622,0.00849590165291478,0.0119063442685977,0.0174676412910336,0.02939583742784,0.044952091951034,0.0969411333333333,0.12566852564694
0.00601607863647077,0.0083517650371643,0.0117051231725827,0.0171744555113838,0.0289107124119936,0.0442284854463953,0.0955137,0.123902927154769
0.00591199723232532,0.00820762842141383,0.0115039020765677,0.0168812697317339,0.0284255873961472,0.0435048789417565,0.0940862666666666,0.122137328662598
0.00580791582817987,0.00806349180566335,0.0113026809805527,0.0165880839520841,0.0279404623803007,0.0427812724371177,0.0926588333333333,0.120371730170428
0.00570383442403441,0.00791935518991288,0.0111014598845377,0.0162948981724342,0.0274553373644543,0.0420576659324789,0.0912313999999999,0.118606131678257
0.00559975301988896,0.0077752185741624,0.0109002387885227,0.0160017123927844,0.0269702123486079,0.0413340594278401,0.0898039666666666,0.116840533186086
0.00549567161574351,0.00763108195841193,0.0106990176925077,0.0157085266131345,0.0264850873327614,0.0406104529232014,0.0883765333333333,0.115074934693915
0.00539159021159806,0.00748694534266145,0.0104977965964927,0.0154153408334847,0.025999962316915,0.0398868464185626,0.0869490999999999,0.113309336201745
0.00528750880745261,0.00734280872691098,0.0102965755004777,0.0151221550538348,0.0255148373010686,0.0391632399139238,0.0855216666666666,0.111543737709574
0.00521284169853446,0.00723933448433075,0.0101519332752521,0.0149109477854172,0.025163711542302,0.0386361560998561,0.0844625,0.11022360302085
0.0051381745896163,0.00713586024175053,0.0100072910500265,0.0146997405169996,0.0248125857835355,0.0381090722857884,0.0834033333333333,0.108903468332126
0.00506350748069815,0.00703238599917031,0.00986264882480084,0.014488533248582,0.0244614600247689,0.0375819884717207,0.0823441666666666,0.107583333643402
0.00498884037178,0.00692891175659008,0.00971800659957523,0.0142773259801644,0.0241103342660024,0.037054904657653,0.081285,0.106263198954679
0.00491417326286185,0.00682543751400986,0.00957336437434962,0.0140661187117468,0.0237592085072358,0.0365278208435853,0.0802258333333333,0.104943064265955
0.0048395061539437,0.00672196327142963,0.00942872214912401,0.0138549114433292,0.0234080827484693,0.0360007370295176,0.0791666666666666,0.103622929577231
0.00476483904502555,0.00661848902884941,0.0092840799238984,0.0136437041749116,0.0230569569897027,0.0354736532154499,0.0781075,0.102302794888507
0.0046901719361074,0.00651501478626919,0.00913943769867279,0.013432496906494,0.0227058312309361,0.0349465694013822,0.0770483333333333,0.100982660199783
0.00461550482718925,0.00641154054368896,0.00899479547344718,0.0132212896380764,0.0223547054721696,0.0344194855873145,0.0759891666666666,0.0996625255110597
0.0045408377182711,0.00630806630110874,0.00885015324822157,0.0130100823696588,0.022003579713403,0.0338924017732468,0.07493,0.0983423908223359
0.00448464293221766,0.00623014439140755,0.00874114667851808,0.0128506706877557,0.021737547458317,0.0334910515291568,0.074110875,0.0973146363696949
0.00442844814616422,0.00615222248170637,0.0086321401088146,0.0126912590058526,0.0214715152032309,0.0330897012850667,0.07329175,0.0962868819170538
0.00437225336011078,0.00607430057200518,0.00852313353911112,0.0125318473239495,0.0212054829481449,0.0326883510409767,0.072472625,0.0952591274644128
0.00431605857405734,0.005996378662304,0.00841412696940763,0.0123724356420465,0.0209394506930588,0.0322870007968867,0.0716535,0.0942313730117718
0.0042598637880039,0.00591845675260281,0.00830512039970415,0.0122130239601434,0.0206734184379727,0.0318856505527967,0.070834375,0.0932036185591307
0.00420366900195046,0.00584053484290163,0.00819611383000067,0.0120536122782403,0.0204073861828867,0.0314843003087067,0.07001525,0.0921758641064897
0.00414747421589702,0.00576261293320044,0.00808710726029718,0.0118942005963372,0.0201413539278006,0.0310829500646166,0.069196125,0.0911481096538487
0.00409127942984358,0.00568469102349926,0.0079781006905937,0.0117347889144341,0.0198753216727146,0.0306815998205266,0.068377,0.0901203552012076
0.00403508464379014,0.00560676911379807,0.00786909412089022,0.0115753772325311,0.0196092894176285,0.0302802495764366,0.067557875,0.0890926007485666
0.0039788898577367,0.00552884720409689,0.00776008755118673,0.011415965550628,0.0193432571625425,0.0298788993323466,0.06673875,0.0880648462959256
0.0039350885210132,0.00546806559223707,0.00767500037332985,0.0112913824021316,0.0191347269111159,0.0295629118706261,0.0660853194444444,0.0872401830123667
0.0038912871842897,0.00540728398037725,0.00758991319547298,0.0111667992536352,0.0189261966596893,0.0292469244089057,0.0654318888888889,0.0864155197288079
0.0038474858475662,0.00534650236851743,0.0075048260176161,0.0110422161051388,0.0187176664082627,0.0289309369471853,0.0647784583333333,0.0855908564452491
0.0038036845108427,0.00528572075665761,0.00741973883975922,0.0109176329566424,0.0185091361568362,0.0286149494854649,0.0641250277777777,0.0847661931616903
0.0037598831741192,0.00522493914479779,0.00733465166190234,0.010793049808146,0.0183006059054096,0.0282989620237445,0.0634715972222222,0.0839415298781315
0.0037160818373957,0.00516415753293797,0.00724956448404546,0.0106684666596496,0.018092075653983,0.0279829745620241,0.0628181666666666,0.0831168665945727
0.0036722805006722,0.00510337592107815,0.00716447730618858,0.0105438835111532,0.0178835454025564,0.0276669871003037,0.0621647361111111,0.0822922033110139
0.0036284791639487,0.00504259430921833,0.0070793901283317,0.0104193003626568,0.0176750151511299,0.0273509996385833,0.0615113055555555,0.0814675400274551
0.0035846778272252,0.00498181269735851,0.00699430295047482,0.0102947172141604,0.0174664848997033,0.0270350121768629,0.060857875,0.0806428767438963
0.0035408764905017,0.00492103108549869,0.00690921577261794,0.010170134065664,0.0172579546482767,0.0267190247151425,0.0602044444444444,0.0798182134603374
0.00350575056830916,0.00487229511629273,0.00684094519872802,0.0100700874153108,0.0170900868955076,0.0264637303496313,0.0596704,0.0791405223212483
0.00347062464611662,0.00482355914708677,0.0067726746248381,0.00997004076495746,0.0169222191427385,0.0262084359841202,0.0591363555555555,0.0784628311821591
0.00343549872392408,0.00477482317788081,0.00670440405094818,0.00986999411460417,0.0167543513899694,0.0259531416186091,0.0586023111111111,0.0777851400430699
0.00340037280173153,0.00472608720867485,0.00663613347705826,0.00976994746425088,0.0165864836372002,0.025697847253098,0.0580682666666666,0.0771074489039807
0.00336524687953899,0.00467735123946889,0.00656786290316834,0.00966990081389759,0.0164186158844311,0.0254425528875868,0.0575342222222222,0.0764297577648915
0.00333012095734645,0.00462861527026292,0.00649959232927841,0.0095698541635443,0.016250748131662,0.0251872585220757,0.0570001777777778,0.0757520666258023
0.00329499503515391,0.00457987930105696,0.00643132175538849,0.00946980751319101,0.0160828803788929,0.0249319641565646,0.0564661333333333,0.0750743754867131
0.00325986911296136,0.004531143331851,0.00636305118149857,0.00936976086283772,0.0159150126261238,0.0246766697910535,0.0559320888888889,0.074396684347624
0.00322474319076882,0.00448240736264504,0.00629478060760865,0.00926971421248443,0.0157471448733547,0.0244213754255423,0.0553980444444444,0.0737189932085348
0.00318961726857628,0.00443367139343908,0.00622651003371873,0.00916966756213114,0.0155792771205855,0.0241660810600312,0.054864,0.0730413020694456
0.00317373423605727,0.00441161055391233,0.00619556644783247,0.00912419935587666,0.015502493856719,0.0240481731955777,0.05460849,0.0727113731164118
0.00315785120353825,0.00438954971438558,0.00616462286194622,0.00907873114962218,0.0154257105928524,0.0239302653311241,0.05435298,0.0723814441633779
0.00314196817101924,0.00436748887485883,0.00613367927605996,0.00903326294336769,0.0153489273289859,0.0238123574666705,0.05409747,0.0720515152103441
0.00312608513850023,0.00434542803533208,0.00610273569017371,0.00898779473711321,0.0152721440651193,0.023694449602217,0.05384196,0.0717215862573103
0.00311020210598122,0.00432336719580533,0.00607179210428746,0.00894232653085873,0.0151953608012528,0.0235765417377634,0.05358645,0.0713916573042764
0.0030943190734622,0.00430130635627858,0.0060408485184012,0.00889685832460425,0.0151185775373862,0.0234586338733098,0.05333094,0.0710617283512426
0.00307843604094319,0.00427924551675183,0.00600990493251495,0.00885139011834977,0.0150417942735197,0.0233407260088563,0.05307543,0.0707317993982088
0.00306255300842418,0.00425718467722508,0.00597896134662869,0.00880592191209529,0.0149650110096532,0.0232228181444027,0.05281992,0.0704018704451749
0.00304666997590517,0.00423512383769833,0.00594801776074244,0.00876045370584081,0.0148882277457866,0.0231049102799491,0.05256441,0.0700719414921411
0.00303078694338616,0.00421306299817158,0.00591707417485618,0.00871498549958633,0.0148114444819201,0.0229870024154956,0.0523089,0.0697420125391073
0.00301490391086714,0.00419100215864483,0.00588613058896993,0.00866951729333185,0.0147346612180535,0.022869094551042,0.05205339,0.0694120835860735
0.00299902087834813,0.00416894131911808,0.00585518700308368,0.00862404908707737,0.014657877954187,0.0227511866865884,0.05179788,0.0690821546330396
0.00298313784582912,0.00414688047959133,0.00582424341719742,0.00857858088082289,0.0145810946903204,0.0226332788221349,0.05154237,0.0687522256800058
0.00296725481331011,0.00412481964006458,0.00579329983131117,0.00853311267456841,0.0145043114264539,0.0225153709576813,0.05128686,0.0684222967269719
0.00295137178079109,0.00410275880053783,0.00576235624542491,0.00848764446831393,0.0144275281625873,0.0223974630932278,0.05103135,0.0680923677739381
0.00293548874827208,0.00408069796101108,0.00573141265953866,0.00844217626205945,0.0143507448987208,0.0222795552287742,0.05077584,0.0677624388209043
0.00291960571575307,0.00405863712148433,0.0057004690736524,0.00839670805580497,0.0142739616348542,0.0221616473643206,0.05052033,0.0674325098678705
0.00290372268323406,0.00403657628195758,0.00566952548776615,0.00835123984955049,0.0141971783709877,0.0220437394998671,0.05026482,0.0671025809148366
0.00288783965071505,0.00401451544243083,0.00563858190187989,0.008305771643296,0.0141203951071211,0.0219258316354135,0.05000931,0.0667726519618028
0.00287195661819603,0.00399245460290408,0.00560763831599364,0.00826030343704152,0.0140436118432546,0.0218079237709599,0.0497538,0.066442723008769
0.00285607358567702,0.00397039376337733,0.00557669473010739,0.00821483523078704,0.013966828579388,0.0216900159065064,0.04949829,0.0661127940557351
0.00284019055315801,0.00394833292385058,0.00554575114422113,0.00816936702453256,0.0138900453155215,0.0215721080420528,0.04924278,0.0657828651027013
0.002824307520639,0.00392627208432383,0.00551480755833488,0.00812389881827808,0.0138132620516549,0.0214542001775992,0.04898727,0.0654529361496675
0.00280842448811998,0.00390421124479708,0.00548386397244862,0.0080784306120236,0.0137364787877884,0.0213362923131457,0.04873176,0.0651230071966336
0.00279254145560097,0.00388215040527034,0.00545292038656237,0.00803296240576912,0.0136596955239218,0.0212183844486921,0.04847625,0.0647930782435998
0.00277665842308196,0.00386008956574359,0.00542197680067611,0.00798749419951464,0.0135829122600553,0.0211004765842386,0.04822074,0.064463149290566
0.00276077539056295,0.00383802872621684,0.00539103321478986,0.00794202599326016,0.0135061289961887,0.020982568719785,0.04796523,0.0641332203375321
0.00274489235804394,0.00381596788669009,0.00536008962890361,0.00789655778700568,0.0134293457323222,0.0208646608553314,0.04770972,0.0638032913844983
0.00272900932552492,0.00379390704716334,0.00532914604301735,0.0078510895807512,0.0133525624684556,0.0207467529908779,0.04745421,0.0634733624314645
0.00271312629300591,0.00377184620763659,0.0052982024571311,0.00780562137449672,0.0132757792045891,0.0206288451264243,0.0471987,0.0631434334784307
0.0026972432604869,0.00374978536810984,0.00526725887124484,0.00776015316824224,0.0131989959407225,0.0205109372619707,0.04694319,0.0628135045253968
0.00268136022796789,0.00372772452858309,0.00523631528535859,0.00771468496198775,0.013122212676856,0.0203930293975172,0.04668768,0.062483575572363
0.00266547719544887,0.00370566368905634,0.00520537169947233,0.00766921675573327,0.0130454294129894,0.0202751215330636,0.04643217,0.0621536466193292
0.00264959416292986,0.00368360284952959,0.00517442811358608,0.00762374854947879,0.0129686461491229,0.02015721366861,0.04617666,0.0618237176662953
0.00263371113041085,0.00366154201000284,0.00514348452769983,0.00757828034322431,0.0128918628852563,0.0200393058041565,0.04592115,0.0614937887132615
0.00261782809789184,0.00363948117047609,0.00511254094181357,0.00753281213696983,0.0128150796213898,0.0199213979397029,0.04566564,0.0611638597602277
0.00260194506537283,0.00361742033094934,0.00508159735592732,0.00748734393071535,0.0127382963575232,0.0198034900752494,0.04541013,0.0608339308071938
0.00258606203285381,0.00359535949142259,0.00505065377004106,0.00744187572446087,0.0126615130936567,0.0196855822107958,0.04515462,0.06050400185416
0.0025701790003348,0.00357329865189584,0.00501971018415481,0.00739640751820639,0.0125847298297901,0.0195676743463422,0.04489911,0.0601740729011262
0.00255429596781579,0.00355123781236909,0.00498876659826855,0.00735093931195191,0.0125079465659236,0.0194497664818887,0.0446436,0.0598441439480923
0.00253841293529678,0.00352917697284234,0.0049578230123823,0.00730547110569743,0.0124311633020571,0.0193318586174351,0.04438809,0.0595142149950585
0.00252252990277776,0.00350711613331559,0.00492687942649604,0.00726000289944295,0.0123543800381905,0.0192139507529815,0.04413258,0.0591842860420247
0.00250664687025875,0.00348505529378884,0.00489593584060979,0.00721453469318847,0.012277596774324,0.019096042888528,0.04387707,0.0588543570889909
0.00249076383773974,0.00346299445426209,0.00486499225472354,0.00716906648693399,0.0122008135104574,0.0189781350240744,0.04362156,0.058524428135957
0.00247488080522073,0.00344093361473534,0.00483404866883728,0.00712359828067951,0.0121240302465909,0.0188602271596208,0.04336605,0.0581944991829232
0.00245899777270172,0.00341887277520859,0.00480310508295103,0.00707813007442503,0.0120472469827243,0.0187423192951673,0.04311054,0.0578645702298894
0.0024431147401827,0.00339681193568184,0.00477216149706477,0.00703266186817054,0.0119704637188578,0.0186244114307137,0.04285503,0.0575346412768555
0.00242723170766369,0.00337475109615509,0.00474121791117852,0.00698719366191606,0.0118936804549912,0.0185065035662602,0.04259952,0.0572047123238217
0.00241134867514468,0.00335269025662834,0.00471027432529226,0.00694172545566158,0.0118168971911247,0.0183885957018066,0.04234401,0.0568747833707879
0.00239546564262567,0.00333062941710159,0.00467933073940601,0.0068962572494071,0.0117401139272581,0.018270687837353,0.0420885,0.056544854417754
0.00237958261010665,0.00330856857757484,0.00464838715351976,0.00685078904315262,0.0116633306633916,0.0181527799728995,0.04183299,0.0562149254647202
0.00236369957758764,0.00328650773804809,0.0046174435676335,0.00680532083689814,0.011586547399525,0.0180348721084459,0.04157748,0.0558849965116864
0.00234781654506863,0.00326444689852134,0.00458649998174725,0.00675985263064366,0.0115097641356585,0.0179169642439923,0.04132197,0.0555550675586525
0.00233193351254962,0.0032423860589946,0.00455555639586099,0.00671438442438918,0.0114329808717919,0.0177990563795388,0.04106646,0.0552251386056187
0.00231605048003061,0.00322032521946785,0.00452461280997474,0.0066689162181347,0.0113561976079254,0.0176811485150852,0.04081095,0.0548952096525849
0.00230016744751159,0.0031982643799411,0.00449366922408848,0.00662344801188022,0.0112794143440588,0.0175632406506316,0.04055544,0.054565280699551
0.00228428441499258,0.00317620354041435,0.00446272563820223,0.00657797980562574,0.0112026310801923,0.0174453327861781,0.04029993,0.0542353517465172
0.00226840138247357,0.0031541427008876,0.00443178205231597,0.00653251159937126,0.0111258478163257,0.0173274249217245,0.04004442,0.0539054227934834
0.00225251834995456,0.00313208186136085,0.00440083846642972,0.00648704339311678,0.0110490645524592,0.0172095170572709,0.03978891,0.0535754938404496
0.00223663531743554,0.0031100210218341,0.00436989488054347,0.00644157518686229,0.0109722812885926,0.0170916091928174,0.0395334,0.0532455648874157
0.00222075228491653,0.00308796018230735,0.00433895129465721,0.00639610698060781,0.0108954980247261,0.0169737013283638,0.03927789,0.0529156359343819
0.00220486925239752,0.0030658993427806,0.00430800770877096,0.00635063877435333,0.0108187147608595,0.0168557934639103,0.03902238,0.0525857069813481
0.00218898621987851,0.00304383850325385,0.0042770641228847,0.00630517056809885,0.010741931496993,0.0167378855994567,0.03876687,0.0522557780283142
0.0021731031873595,0.0030217776637271,0.00424612053699845,0.00625970236184437,0.0106651482331264,0.0166199777350031,0.03851136,0.0519258490752804
0.00215722015484048,0.00299971682420035,0.00421517695111219,0.00621423415558989,0.0105883649692599,0.0165020698705496,0.03825585,0.0515959201222466
0.00214133712232147,0.0029776559846736,0.00418423336522594,0.00616876594933541,0.0105115817053933,0.016384162006096,0.03800034,0.0512659911692127
0.00212545408980246,0.00295559514514685,0.00415328977933969,0.00612329774308093,0.0104347984415268,0.0162662541416424,0.03774483,0.0509360622161789
0.00210957105728345,0.0029335343056201,0.00412234619345343,0.00607782953682645,0.0103580151776602,0.0161483462771889,0.03748932,0.0506061332631451
